year,gender,offense,state,value
2014,Male,violent-crime,NE,917
2015,Male,violent-crime,NE,985
2016,Male,violent-crime,NE,1055
2017,Male,violent-crime,NE,1295
2018,Male,violent-crime,NE,1319
2010,Female,violent-crime,NE,109
2011,Female,violent-crime,NE,101
2012,Female,violent-crime,NE,84
2013,Female,violent-crime,NE,96
2014,Female,violent-crime,NE,168
2015,Female,violent-crime,NE,166
2016,Female,violent-crime,NE,209
2017,Female,violent-crime,NE,233
2018,Female,violent-crime,NE,259
2010,Unknown,violent-crime,NE,36
2011,Unknown,violent-crime,NE,32
2012,Unknown,violent-crime,NE,34
2013,Unknown,violent-crime,NE,24
2014,Unknown,violent-crime,NE,25
2015,Unknown,violent-crime,NE,40
2016,Unknown,violent-crime,NE,38
2017,Unknown,violent-crime,NE,36
2018,Unknown,violent-crime,NE,32
2010,Male,property-crime,NE,4705
2011,Male,property-crime,NE,4939
2012,Male,property-crime,NE,4997
2013,Male,property-crime,NE,4904
2014,Male,property-crime,NE,4511
2015,Male,property-crime,NE,4550
2016,Male,property-crime,NE,4856
2017,Male,property-crime,NE,5229
2018,Male,property-crime,NE,5030
2010,Female,property-crime,NE,2069
2011,Female,property-crime,NE,2077
2012,Female,property-crime,NE,2345
2013,Female,property-crime,NE,2367
2014,Female,property-crime,NE,2463
2015,Female,property-crime,NE,2581
2016,Female,property-crime,NE,2609
2017,Female,property-crime,NE,2794
2018,Female,property-crime,NE,2581
2010,Unknown,property-crime,NE,1253
2011,Unknown,property-crime,NE,1388
2012,Unknown,property-crime,NE,1150
2013,Unknown,property-crime,NE,1019
2014,Unknown,property-crime,NE,1072
2015,Unknown,property-crime,NE,1084
2016,Unknown,property-crime,NE,1074
2017,Unknown,property-crime,NE,1260
2018,Unknown,property-crime,NE,1435
2010,Male,aggravated-assault,ND,779
2011,Male,aggravated-assault,ND,895
2012,Male,aggravated-assault,ND,968
2013,Male,aggravated-assault,ND,1018
2014,Male,aggravated-assault,ND,1039
2015,Male,aggravated-assault,ND,999
2016,Male,aggravated-assault,ND,967
2017,Male,aggravated-assault,ND,1031
2018,Male,aggravated-assault,ND,1092
2010,Female,aggravated-assault,ND,190
2011,Female,aggravated-assault,ND,193
2012,Female,aggravated-assault,ND,187
2013,Female,aggravated-assault,ND,193
2014,Female,aggravated-assault,ND,224
2015,Female,aggravated-assault,ND,233
2016,Female,aggravated-assault,ND,239
2017,Female,aggravated-assault,ND,266
2018,Female,aggravated-assault,ND,287
2010,Unknown,aggravated-assault,ND,7
2011,Unknown,aggravated-assault,ND,11
2012,Unknown,aggravated-assault,ND,16
2013,Unknown,aggravated-assault,ND,8
2014,Unknown,aggravated-assault,ND,22
2015,Unknown,aggravated-assault,ND,27
2016,Unknown,aggravated-assault,ND,16
2017,Unknown,aggravated-assault,ND,16
2018,Unknown,aggravated-assault,ND,15
2010,Male,burglary,ND,636
2011,Male,burglary,ND,775
2012,Male,burglary,ND,835
2013,Male,burglary,ND,879
2014,Male,burglary,ND,965
2015,Male,burglary,ND,1083
2016,Male,burglary,ND,1084
2017,Male,burglary,ND,1121
2018,Male,burglary,ND,1010
2010,Female,burglary,ND,182
2011,Female,burglary,ND,158
2012,Female,burglary,ND,189
2013,Female,burglary,ND,194
2014,Female,burglary,ND,243
2015,Female,burglary,ND,282
2016,Female,burglary,ND,305
2017,Female,burglary,ND,334
2018,Female,burglary,ND,296
2010,Unknown,burglary,ND,26
2011,Unknown,burglary,ND,48
2012,Unknown,burglary,ND,56
2013,Unknown,burglary,ND,81
2014,Unknown,burglary,ND,207
2015,Unknown,burglary,ND,369
2016,Unknown,burglary,ND,315
2017,Unknown,burglary,ND,201
2018,Unknown,burglary,ND,184
2010,Male,larceny,ND,3059
2011,Male,larceny,ND,3347
2012,Male,larceny,ND,3719
2013,Male,larceny,ND,3849
2014,Male,larceny,ND,4202
2015,Male,larceny,ND,4614
2016,Male,larceny,ND,4603
2017,Male,larceny,ND,5083
2018,Male,larceny,ND,4199
2010,Female,larceny,ND,1988
2011,Female,larceny,ND,2136
2012,Female,larceny,ND,2333
2013,Female,larceny,ND,2276
2014,Female,larceny,ND,2516
2015,Female,larceny,ND,2840
2016,Female,larceny,ND,2683
2017,Female,larceny,ND,3209
2018,Female,larceny,ND,2639
2010,Unknown,larceny,ND,87
2011,Unknown,larceny,ND,169
2012,Unknown,larceny,ND,167
2013,Unknown,larceny,ND,257
2014,Unknown,larceny,ND,489
2015,Unknown,larceny,ND,804
2016,Unknown,larceny,ND,633
2017,Unknown,larceny,ND,482
2018,Unknown,larceny,ND,441
2010,Male,motor-vehicle-theft,ND,334
2011,Male,motor-vehicle-theft,ND,380
2012,Male,motor-vehicle-theft,ND,495
2013,Male,motor-vehicle-theft,ND,548
2014,Male,motor-vehicle-theft,ND,672
2015,Male,motor-vehicle-theft,ND,764
2016,Male,motor-vehicle-theft,ND,894
2017,Male,motor-vehicle-theft,ND,863
2018,Male,motor-vehicle-theft,ND,807
2010,Female,motor-vehicle-theft,ND,102
2011,Female,motor-vehicle-theft,ND,96
2012,Female,motor-vehicle-theft,ND,134
2013,Female,motor-vehicle-theft,ND,142
2014,Female,motor-vehicle-theft,ND,184
2015,Female,motor-vehicle-theft,ND,308
2016,Female,motor-vehicle-theft,ND,347
2017,Female,motor-vehicle-theft,ND,348
2018,Female,motor-vehicle-theft,ND,407
2010,Unknown,motor-vehicle-theft,ND,10
2011,Unknown,motor-vehicle-theft,ND,18
2012,Unknown,motor-vehicle-theft,ND,24
2013,Unknown,motor-vehicle-theft,ND,62
2014,Unknown,motor-vehicle-theft,ND,104
2015,Unknown,motor-vehicle-theft,ND,133
2016,Unknown,motor-vehicle-theft,ND,162
2017,Unknown,motor-vehicle-theft,ND,143
2018,Unknown,motor-vehicle-theft,ND,113
2010,Male,homicide,ND,8
2011,Male,homicide,ND,11
2012,Male,homicide,ND,13
2013,Male,homicide,ND,15
2014,Male,homicide,ND,22
2015,Male,homicide,ND,19
2016,Male,homicide,ND,16
2017,Male,homicide,ND,12
2018,Male,homicide,ND,11
2010,Female,homicide,ND,0
2011,Female,homicide,ND,2
2012,Female,homicide,ND,1
2013,Female,homicide,ND,4
2014,Female,homicide,ND,6
2015,Female,homicide,ND,1
2016,Female,homicide,ND,2
2017,Female,homicide,ND,4
2018,Female,homicide,ND,4
2010,Unknown,homicide,ND,0
2011,Unknown,homicide,ND,0
2012,Unknown,homicide,ND,0
2013,Unknown,homicide,ND,0
2014,Unknown,homicide,ND,0
2015,Unknown,homicide,ND,1
2016,Unknown,homicide,ND,0
2017,Unknown,homicide,ND,0
2018,Unknown,homicide,ND,0
2010,Male,rape,ND,234
2011,Male,rape,ND,212
2012,Male,rape,ND,256
2013,Male,rape,ND,255
2014,Male,rape,ND,292
2015,Male,rape,ND,301
2016,Male,rape,ND,296
2017,Male,rape,ND,317
2018,Male,rape,ND,306
2010,Female,rape,ND,10
2011,Female,rape,ND,16
2012,Female,rape,ND,11
2013,Female,rape,ND,15
2014,Female,rape,ND,23
2015,Female,rape,ND,24
2016,Female,rape,ND,11
2017,Female,rape,ND,14
2018,Female,rape,ND,19
2010,Unknown,rape,ND,3
2011,Unknown,rape,ND,1
2012,Unknown,rape,ND,4
2013,Unknown,rape,ND,0
2014,Unknown,rape,ND,5
2015,Unknown,rape,ND,7
2016,Unknown,rape,ND,7
2017,Unknown,rape,ND,10
2018,Unknown,rape,ND,8
2010,Male,robbery,ND,63
2011,Male,robbery,ND,87
2012,Male,robbery,ND,106
2013,Male,robbery,ND,109
2014,Male,robbery,ND,155
2015,Male,robbery,ND,153
2016,Male,robbery,ND,161
2017,Male,robbery,ND,199
2018,Male,robbery,ND,191
2010,Female,robbery,ND,13
2011,Female,robbery,ND,4
2012,Female,robbery,ND,21
2013,Female,robbery,ND,28
2014,Female,robbery,ND,38
2015,Female,robbery,ND,24
2016,Female,robbery,ND,32
2017,Female,robbery,ND,37
2018,Female,robbery,ND,44
2010,Unknown,robbery,ND,2
2011,Unknown,robbery,ND,2
2012,Unknown,robbery,ND,1
2013,Unknown,robbery,ND,1
2014,Unknown,robbery,ND,7
2015,Unknown,robbery,ND,33
2016,Unknown,robbery,ND,23
2017,Unknown,robbery,ND,12
2018,Unknown,robbery,ND,14
2010,Male,arson,ND,28
2011,Male,arson,ND,34
2012,Male,arson,ND,54
2013,Male,arson,ND,35
2014,Male,arson,ND,37
2015,Male,arson,ND,44
2016,Male,arson,ND,131
2017,Male,arson,ND,41
2018,Male,arson,ND,24
2010,Female,arson,ND,2
2011,Female,arson,ND,6
2012,Female,arson,ND,10
2013,Female,arson,ND,11
2014,Female,arson,ND,14
2015,Female,arson,ND,5
2016,Female,arson,ND,74
2017,Female,arson,ND,9
2018,Female,arson,ND,4
2010,Unknown,arson,ND,1
2011,Unknown,arson,ND,0
2012,Unknown,arson,ND,5
2013,Unknown,arson,ND,5
2014,Unknown,arson,ND,1
2015,Unknown,arson,ND,3
2016,Unknown,arson,ND,6
2017,Unknown,arson,ND,4
2018,Unknown,arson,ND,3
2010,Male,violent-crime,ND,1084
2011,Male,violent-crime,ND,1205
2012,Male,violent-crime,ND,1343
2013,Male,violent-crime,ND,1397
2014,Male,violent-crime,ND,1508
2015,Male,violent-crime,ND,1472
2016,Male,violent-crime,ND,1440
2017,Male,violent-crime,ND,1559
2018,Male,violent-crime,ND,1600
2010,Female,violent-crime,ND,213
2011,Female,violent-crime,ND,215
2012,Female,violent-crime,ND,220
2013,Female,violent-crime,ND,240
2014,Female,violent-crime,ND,291
2015,Female,violent-crime,ND,282
2016,Female,violent-crime,ND,284
2017,Female,violent-crime,ND,321
2018,Female,violent-crime,ND,354
2010,Unknown,violent-crime,ND,12
2011,Unknown,violent-crime,ND,14
2012,Unknown,violent-crime,ND,21
2013,Unknown,violent-crime,ND,9
2014,Unknown,violent-crime,ND,34
2015,Unknown,violent-crime,ND,68
2016,Unknown,violent-crime,ND,46
2017,Unknown,violent-crime,ND,38
2018,Unknown,violent-crime,ND,37
2010,Male,property-crime,ND,4057
2011,Male,property-crime,ND,4536
2012,Male,property-crime,ND,5103
2013,Male,property-crime,ND,5311
2014,Male,property-crime,ND,5876
2015,Male,property-crime,ND,6505
2016,Male,property-crime,ND,6712
2017,Male,property-crime,ND,7108
2018,Male,property-crime,ND,6040
2010,Female,property-crime,ND,2274
2011,Female,property-crime,ND,2396
2012,Female,property-crime,ND,2666
2013,Female,property-crime,ND,2623
2014,Female,property-crime,ND,2957
2015,Female,property-crime,ND,3435
2016,Female,property-crime,ND,3409
2017,Female,property-crime,ND,3900
2018,Female,property-crime,ND,3346
2010,Unknown,property-crime,ND,124
2011,Unknown,property-crime,ND,235
2012,Unknown,property-crime,ND,252
2013,Unknown,property-crime,ND,405
2014,Unknown,property-crime,ND,801
2015,Unknown,property-crime,ND,1309
2016,Unknown,property-crime,ND,1116
2017,Unknown,property-crime,ND,830
2018,Unknown,property-crime,ND,741
2010,Male,aggravated-assault,NH,1002
2011,Male,aggravated-assault,NH,1226
2012,Male,aggravated-assault,NH,1131
2013,Male,aggravated-assault,NH,1094
2014,Male,aggravated-assault,NH,1125
2015,Male,aggravated-assault,NH,1186
2016,Male,aggravated-assault,NH,1179
2017,Male,aggravated-assault,NH,1186
2018,Male,aggravated-assault,NH,1104
2010,Female,aggravated-assault,NH,195
2011,Female,aggravated-assault,NH,230
2012,Female,aggravated-assault,NH,206
2013,Female,aggravated-assault,NH,227
2014,Female,aggravated-assault,NH,214
2015,Female,aggravated-assault,NH,251
2016,Female,aggravated-assault,NH,240
2017,Female,aggravated-assault,NH,229
2018,Female,aggravated-assault,NH,209
2010,Unknown,aggravated-assault,NH,9
2011,Unknown,aggravated-assault,NH,6
2012,Unknown,aggravated-assault,NH,8
2013,Unknown,aggravated-assault,NH,10
2014,Unknown,aggravated-assault,NH,3
2015,Unknown,aggravated-assault,NH,11
2016,Unknown,aggravated-assault,NH,7
2017,Unknown,aggravated-assault,NH,4
2018,Unknown,aggravated-assault,NH,5
2010,Male,burglary,NH,2069
2011,Male,burglary,NH,1823
2012,Male,burglary,NH,1795
2013,Male,burglary,NH,1664
2014,Male,burglary,NH,1531
2015,Male,burglary,NH,1278
2016,Male,burglary,NH,1221
2017,Male,burglary,NH,1047
2018,Male,burglary,NH,807
2010,Female,burglary,NH,425
2011,Female,burglary,NH,432
2012,Female,burglary,NH,381
2013,Female,burglary,NH,377
2014,Female,burglary,NH,321
2015,Female,burglary,NH,324
2016,Female,burglary,NH,312
2017,Female,burglary,NH,227
2018,Female,burglary,NH,195
2010,Unknown,burglary,NH,212
2011,Unknown,burglary,NH,182
2012,Unknown,burglary,NH,153
2013,Unknown,burglary,NH,118
2014,Unknown,burglary,NH,63
2015,Unknown,burglary,NH,76
2016,Unknown,burglary,NH,55
2017,Unknown,burglary,NH,59
2018,Unknown,burglary,NH,29
2010,Male,larceny,NH,6384
2011,Male,larceny,NH,6629
2012,Male,larceny,NH,6655
2013,Male,larceny,NH,6731
2014,Male,larceny,NH,6357
2015,Male,larceny,NH,5798
2016,Male,larceny,NH,5090
2017,Male,larceny,NH,4898
2018,Male,larceny,NH,4745
2010,Female,larceny,NH,4167
2011,Female,larceny,NH,4292
2012,Female,larceny,NH,4341
2013,Female,larceny,NH,4583
2014,Female,larceny,NH,4531
2015,Female,larceny,NH,4116
2016,Female,larceny,NH,3498
2017,Female,larceny,NH,3215
2018,Female,larceny,NH,3013
2010,Unknown,larceny,NH,192
2011,Unknown,larceny,NH,211
2012,Unknown,larceny,NH,183
2013,Unknown,larceny,NH,139
2014,Unknown,larceny,NH,149
2015,Unknown,larceny,NH,141
2016,Unknown,larceny,NH,104
2017,Unknown,larceny,NH,122
2018,Unknown,larceny,NH,107
2010,Male,motor-vehicle-theft,NH,336
2011,Male,motor-vehicle-theft,NH,370
2012,Male,motor-vehicle-theft,NH,366
2013,Male,motor-vehicle-theft,NH,331
2014,Male,motor-vehicle-theft,NH,322
2015,Male,motor-vehicle-theft,NH,354
2016,Male,motor-vehicle-theft,NH,395
2017,Male,motor-vehicle-theft,NH,442
2018,Male,motor-vehicle-theft,NH,419
2010,Female,motor-vehicle-theft,NH,83
2011,Female,motor-vehicle-theft,NH,97
2012,Female,motor-vehicle-theft,NH,85
2013,Female,motor-vehicle-theft,NH,95
2014,Female,motor-vehicle-theft,NH,119
2015,Female,motor-vehicle-theft,NH,129
2016,Female,motor-vehicle-theft,NH,128
2017,Female,motor-vehicle-theft,NH,173
2018,Female,motor-vehicle-theft,NH,171
2010,Unknown,motor-vehicle-theft,NH,37
2011,Unknown,motor-vehicle-theft,NH,31
2012,Unknown,motor-vehicle-theft,NH,27
2013,Unknown,motor-vehicle-theft,NH,28
2014,Unknown,motor-vehicle-theft,NH,11
2015,Unknown,motor-vehicle-theft,NH,14
2016,Unknown,motor-vehicle-theft,NH,10
2017,Unknown,motor-vehicle-theft,NH,14
2018,Unknown,motor-vehicle-theft,NH,21
2010,Male,homicide,NH,11
2011,Male,homicide,NH,17
2012,Male,homicide,NH,12
2013,Male,homicide,NH,16
2014,Male,homicide,NH,12
2015,Male,homicide,NH,13
2016,Male,homicide,NH,19
2017,Male,homicide,NH,12
2018,Male,homicide,NH,18
2010,Female,homicide,NH,6
2011,Female,homicide,NH,3
2012,Female,homicide,NH,0
2013,Female,homicide,NH,1
2014,Female,homicide,NH,1
2015,Female,homicide,NH,2
2016,Female,homicide,NH,2
2017,Female,homicide,NH,1
2018,Female,homicide,NH,3
2010,Unknown,homicide,NH,0
2011,Unknown,homicide,NH,0
2012,Unknown,homicide,NH,0
2013,Unknown,homicide,NH,0
2014,Unknown,homicide,NH,0
2015,Unknown,homicide,NH,0
2016,Unknown,homicide,NH,0
2017,Unknown,homicide,NH,0
2018,Unknown,homicide,NH,1
2010,Male,rape,NH,458
2011,Male,rape,NH,478
2012,Male,rape,NH,503
2013,Male,rape,NH,506
2014,Male,rape,NH,452
2015,Male,rape,NH,513
2016,Male,rape,NH,476
2017,Male,rape,NH,501
2018,Male,rape,NH,457
2010,Female,rape,NH,20
2011,Female,rape,NH,15
2012,Female,rape,NH,31
2013,Female,rape,NH,15
2014,Female,rape,NH,23
2015,Female,rape,NH,33
2016,Female,rape,NH,18
2017,Female,rape,NH,31
2018,Female,rape,NH,20
2010,Unknown,rape,NH,10
2011,Unknown,rape,NH,13
2012,Unknown,rape,NH,7
2013,Unknown,rape,NH,14
2014,Unknown,rape,NH,6
2015,Unknown,rape,NH,8
2016,Unknown,rape,NH,15
2017,Unknown,rape,NH,13
2018,Unknown,rape,NH,4
2010,Male,robbery,NH,400
2011,Male,robbery,NH,436
2012,Male,robbery,NH,418
2013,Male,robbery,NH,482
2014,Male,robbery,NH,400
2015,Male,robbery,NH,370
2016,Male,robbery,NH,368
2017,Male,robbery,NH,332
2018,Male,robbery,NH,268
2010,Female,robbery,NH,60
2011,Female,robbery,NH,92
2012,Female,robbery,NH,59
2013,Female,robbery,NH,101
2014,Female,robbery,NH,69
2015,Female,robbery,NH,78
2016,Female,robbery,NH,74
2017,Female,robbery,NH,82
2018,Female,robbery,NH,61
2010,Unknown,robbery,NH,11
2011,Unknown,robbery,NH,7
2012,Unknown,robbery,NH,8
2013,Unknown,robbery,NH,15
2014,Unknown,robbery,NH,7
2015,Unknown,robbery,NH,6
2016,Unknown,robbery,NH,10
2017,Unknown,robbery,NH,3
2018,Unknown,robbery,NH,5
2010,Male,arson,NH,175
2011,Male,arson,NH,133
2012,Male,arson,NH,171
2013,Male,arson,NH,103
2014,Male,arson,NH,102
2015,Male,arson,NH,80
2016,Male,arson,NH,98
2017,Male,arson,NH,79
2018,Male,arson,NH,70
2010,Female,arson,NH,28
2011,Female,arson,NH,23
2012,Female,arson,NH,24
2013,Female,arson,NH,15
2014,Female,arson,NH,27
2015,Female,arson,NH,12
2016,Female,arson,NH,12
2017,Female,arson,NH,7
2018,Female,arson,NH,13
2010,Unknown,arson,NH,7
2011,Unknown,arson,NH,25
2012,Unknown,arson,NH,15
2013,Unknown,arson,NH,13
2014,Unknown,arson,NH,1
2015,Unknown,arson,NH,4
2016,Unknown,arson,NH,3
2017,Unknown,arson,NH,1
2018,Unknown,arson,NH,3
2010,Male,violent-crime,NH,1871
2011,Male,violent-crime,NH,2157
2012,Male,violent-crime,NH,2064
2013,Male,violent-crime,NH,2098
2014,Male,violent-crime,NH,1989
2015,Male,violent-crime,NH,2082
2016,Male,violent-crime,NH,2042
2017,Male,violent-crime,NH,2031
2018,Male,violent-crime,NH,1847
2010,Female,violent-crime,NH,281
2011,Female,violent-crime,NH,340
2012,Female,violent-crime,NH,296
2013,Female,violent-crime,NH,344
2014,Female,violent-crime,NH,307
2015,Female,violent-crime,NH,364
2016,Female,violent-crime,NH,334
2017,Female,violent-crime,NH,343
2018,Female,violent-crime,NH,293
2010,Unknown,violent-crime,NH,30
2011,Unknown,violent-crime,NH,26
2012,Unknown,violent-crime,NH,23
2013,Unknown,violent-crime,NH,39
2014,Unknown,violent-crime,NH,16
2015,Unknown,violent-crime,NH,25
2016,Unknown,violent-crime,NH,32
2017,Unknown,violent-crime,NH,20
2018,Unknown,violent-crime,NH,15
2010,Male,property-crime,NH,8964
2011,Male,property-crime,NH,8955
2012,Male,property-crime,NH,8987
2013,Male,property-crime,NH,8829
2014,Male,property-crime,NH,8312
2015,Male,property-crime,NH,7510
2016,Male,property-crime,NH,6804
2017,Male,property-crime,NH,6466
2018,Male,property-crime,NH,6041
2010,Female,property-crime,NH,4703
2011,Female,property-crime,NH,4844
2012,Female,property-crime,NH,4831
2013,Female,property-crime,NH,5070
2014,Female,property-crime,NH,4998
2015,Female,property-crime,NH,4581
2016,Female,property-crime,NH,3950
2017,Female,property-crime,NH,3622
2018,Female,property-crime,NH,3392
2010,Unknown,property-crime,NH,448
2011,Unknown,property-crime,NH,449
2012,Unknown,property-crime,NH,378
2013,Unknown,property-crime,NH,298
2014,Unknown,property-crime,NH,224
2015,Unknown,property-crime,NH,235
2016,Unknown,property-crime,NH,172
2017,Unknown,property-crime,NH,196
2018,Unknown,property-crime,NH,160
2018,Male,aggravated-assault,NM,3706
2018,Female,aggravated-assault,NM,1028
2018,Unknown,aggravated-assault,NM,523
2018,Male,burglary,NM,1873
2018,Female,burglary,NM,493
2018,Unknown,burglary,NM,4987
2018,Male,larceny,NM,7443
2018,Female,larceny,NM,3572
2018,Unknown,larceny,NM,16798
2018,Male,motor-vehicle-theft,NM,1315
2018,Female,motor-vehicle-theft,NM,474
2018,Unknown,motor-vehicle-theft,NM,5934
2018,Male,homicide,NM,68
2018,Female,homicide,NM,15
2018,Unknown,homicide,NM,25
2018,Male,rape,NM,590
2018,Female,rape,NM,32
2018,Unknown,rape,NM,28
2018,Male,robbery,NM,2416
2018,Female,robbery,NM,473
2018,Unknown,robbery,NM,145
2018,Male,arson,NM,41
2018,Female,arson,NM,8
2018,Unknown,arson,NM,76
2018,Male,violent-crime,NM,6780
2018,Female,violent-crime,NM,1548
2018,Unknown,violent-crime,NM,721
2018,Male,property-crime,NM,10672
2018,Female,property-crime,NM,4547
2018,Unknown,property-crime,NM,27795
2010,Male,aggravated-assault,OH,7613
2011,Male,aggravated-assault,OH,7016
2012,Male,aggravated-assault,OH,6949
2013,Male,aggravated-assault,OH,6866
2014,Male,aggravated-assault,OH,7139
2015,Male,aggravated-assault,OH,7524
2016,Male,aggravated-assault,OH,8112
2017,Male,aggravated-assault,OH,9652
2018,Male,aggravated-assault,OH,10393
2010,Female,aggravated-assault,OH,2340
2011,Female,aggravated-assault,OH,2249
2012,Female,aggravated-assault,OH,2183
2013,Female,aggravated-assault,OH,2267
2014,Female,aggravated-assault,OH,2181
2015,Female,aggravated-assault,OH,2230
2016,Female,aggravated-assault,OH,2569
2017,Female,aggravated-assault,OH,3228
2018,Female,aggravated-assault,OH,3556
2010,Unknown,aggravated-assault,OH,616
2011,Unknown,aggravated-assault,OH,698
2012,Unknown,aggravated-assault,OH,617
2013,Unknown,aggravated-assault,OH,446
2014,Unknown,aggravated-assault,OH,447
2015,Unknown,aggravated-assault,OH,604
2016,Unknown,aggravated-assault,OH,590
2017,Unknown,aggravated-assault,OH,1009
2018,Unknown,aggravated-assault,OH,948
2010,Male,burglary,OH,23426
2011,Male,burglary,OH,24193
2012,Male,burglary,OH,22055
2013,Male,burglary,OH,19621
2014,Male,burglary,OH,17558
2015,Male,burglary,OH,16178
2016,Male,burglary,OH,16246
2017,Male,burglary,OH,15961
2018,Male,burglary,OH,14190
2010,Female,burglary,OH,3977
2011,Female,burglary,OH,3978
2012,Female,burglary,OH,3965
2013,Female,burglary,OH,3598
2014,Female,burglary,OH,3272
2015,Female,burglary,OH,3305
2016,Female,burglary,OH,3350
2017,Female,burglary,OH,3622
2018,Female,burglary,OH,3312
2010,Unknown,burglary,OH,10871
2011,Unknown,burglary,OH,11401
2012,Unknown,burglary,OH,10575
2013,Unknown,burglary,OH,9345
2014,Unknown,burglary,OH,9263
2015,Unknown,burglary,OH,9716
2016,Unknown,burglary,OH,10097
2017,Unknown,burglary,OH,11722
2018,Unknown,burglary,OH,9689
2010,Male,larceny,OH,56197
2011,Male,larceny,OH,58172
2012,Male,larceny,OH,57236
2013,Male,larceny,OH,58241
2014,Male,larceny,OH,55899
2015,Male,larceny,OH,53564
2016,Male,larceny,OH,54481
2017,Male,larceny,OH,56843
2018,Male,larceny,OH,52769
2010,Female,larceny,OH,30941
2011,Female,larceny,OH,31216
2012,Female,larceny,OH,32189
2013,Female,larceny,OH,32971
2014,Female,larceny,OH,33767
2015,Female,larceny,OH,32606
2016,Female,larceny,OH,32362
