state,year,race,offense,offenders
AR,2016,Native Hawaiian,motor-vehicle-theft,0
AR,2017,Native Hawaiian,motor-vehicle-theft,0
AR,2018,Native Hawaiian,motor-vehicle-theft,0
AR,2010,Black or African American,motor-vehicle-theft,692
AR,2011,Black or African American,motor-vehicle-theft,574
AR,2012,Black or African American,motor-vehicle-theft,634
AR,2013,Black or African American,motor-vehicle-theft,607
AR,2014,Black or African American,motor-vehicle-theft,630
AR,2015,Black or African American,motor-vehicle-theft,665
AR,2016,Black or African American,motor-vehicle-theft,861
AR,2017,Black or African American,motor-vehicle-theft,818
AR,2018,Black or African American,motor-vehicle-theft,932
AR,2010,American Indian or Alaska Native,motor-vehicle-theft,5
AR,2011,American Indian or Alaska Native,motor-vehicle-theft,2
AR,2012,American Indian or Alaska Native,motor-vehicle-theft,3
AR,2013,American Indian or Alaska Native,motor-vehicle-theft,3
AR,2014,American Indian or Alaska Native,motor-vehicle-theft,3
AR,2015,American Indian or Alaska Native,motor-vehicle-theft,6
AR,2016,American Indian or Alaska Native,motor-vehicle-theft,5
AR,2017,American Indian or Alaska Native,motor-vehicle-theft,4
AR,2018,American Indian or Alaska Native,motor-vehicle-theft,6
AR,2010,White,motor-vehicle-theft,1385
AR,2011,White,motor-vehicle-theft,1513
AR,2012,White,motor-vehicle-theft,1751
AR,2013,White,motor-vehicle-theft,1809
AR,2014,White,motor-vehicle-theft,1941
AR,2015,White,motor-vehicle-theft,1905
AR,2016,White,motor-vehicle-theft,2266
AR,2017,White,motor-vehicle-theft,2545
AR,2018,White,motor-vehicle-theft,2543
AR,2010,Unknown,motor-vehicle-theft,2382
AR,2011,Unknown,motor-vehicle-theft,2688
AR,2012,Unknown,motor-vehicle-theft,2592
AR,2013,Unknown,motor-vehicle-theft,2544
AR,2014,Unknown,motor-vehicle-theft,2316
AR,2015,Unknown,motor-vehicle-theft,2237
AR,2016,Unknown,motor-vehicle-theft,2959
AR,2017,Unknown,motor-vehicle-theft,3047
AR,2018,Unknown,motor-vehicle-theft,2992
AR,2010,Asian,homicide,0
AR,2011,Asian,homicide,0
AR,2012,Asian,homicide,2
AR,2013,Asian,homicide,3
AR,2014,Asian,homicide,0
AR,2015,Asian,homicide,2
AR,2016,Asian,homicide,0
AR,2017,Asian,homicide,1
AR,2018,Asian,homicide,0
AR,2010,Native Hawaiian,homicide,0
AR,2011,Native Hawaiian,homicide,0
AR,2012,Native Hawaiian,homicide,0
AR,2013,Native Hawaiian,homicide,0
AR,2014,Native Hawaiian,homicide,0
AR,2015,Native Hawaiian,homicide,0
AR,2016,Native Hawaiian,homicide,0
AR,2017,Native Hawaiian,homicide,0
AR,2018,Native Hawaiian,homicide,0
AR,2010,Black or African American,homicide,73
AR,2011,Black or African American,homicide,115
AR,2012,Black or African American,homicide,127
AR,2013,Black or African American,homicide,108
AR,2014,Black or African American,homicide,106
AR,2015,Black or African American,homicide,130
AR,2016,Black or African American,homicide,157
AR,2017,Black or African American,homicide,164
AR,2018,Black or African American,homicide,134
AR,2010,American Indian or Alaska Native,homicide,0
AR,2011,American Indian or Alaska Native,homicide,0
AR,2012,American Indian or Alaska Native,homicide,0
AR,2013,American Indian or Alaska Native,homicide,0
AR,2014,American Indian or Alaska Native,homicide,0
AR,2015,American Indian or Alaska Native,homicide,0
AR,2016,American Indian or Alaska Native,homicide,0
AR,2017,American Indian or Alaska Native,homicide,0
AR,2018,American Indian or Alaska Native,homicide,0
AR,2010,White,homicide,54
AR,2011,White,homicide,45
AR,2012,White,homicide,75
AR,2013,White,homicide,55
AR,2014,White,homicide,78
AR,2015,White,homicide,78
AR,2016,White,homicide,71
AR,2017,White,homicide,94
AR,2018,White,homicide,96
AR,2010,Unknown,homicide,23
AR,2011,Unknown,homicide,27
AR,2012,Unknown,homicide,28
AR,2013,Unknown,homicide,20
AR,2014,Unknown,homicide,24
AR,2015,Unknown,homicide,20
AR,2016,Unknown,homicide,30
AR,2017,Unknown,homicide,46
AR,2018,Unknown,homicide,37
AR,2010,Asian,rape,6
AR,2011,Asian,rape,10
AR,2012,Asian,rape,7
AR,2013,Asian,rape,4
AR,2014,Asian,rape,1
AR,2015,Asian,rape,16
AR,2016,Asian,rape,4
AR,2017,Asian,rape,7
AR,2018,Asian,rape,25
AR,2010,Native Hawaiian,rape,0
AR,2011,Native Hawaiian,rape,0
AR,2012,Native Hawaiian,rape,0
AR,2013,Native Hawaiian,rape,0
AR,2014,Native Hawaiian,rape,0
AR,2015,Native Hawaiian,rape,0
AR,2016,Native Hawaiian,rape,0
AR,2017,Native Hawaiian,rape,0
AR,2018,Native Hawaiian,rape,0
AR,2010,Black or African American,rape,528
AR,2011,Black or African American,rape,547
AR,2012,Black or African American,rape,471
AR,2013,Black or African American,rape,423
AR,2014,Black or African American,rape,475
AR,2015,Black or African American,rape,531
AR,2016,Black or African American,rape,513
AR,2017,Black or African American,rape,546
AR,2018,Black or African American,rape,528
AR,2010,American Indian or Alaska Native,rape,2
AR,2011,American Indian or Alaska Native,rape,1
AR,2012,American Indian or Alaska Native,rape,0
AR,2013,American Indian or Alaska Native,rape,2
AR,2014,American Indian or Alaska Native,rape,4
AR,2015,American Indian or Alaska Native,rape,4
AR,2016,American Indian or Alaska Native,rape,5
AR,2017,American Indian or Alaska Native,rape,5
AR,2018,American Indian or Alaska Native,rape,0
AR,2010,White,rape,985
AR,2011,White,rape,974
AR,2012,White,rape,1048
AR,2013,White,rape,954
AR,2014,White,rape,1139
AR,2015,White,rape,1218
AR,2016,White,rape,1364
AR,2017,White,rape,1330
AR,2018,White,rape,1439
AR,2010,Unknown,rape,166
AR,2011,Unknown,rape,186
AR,2012,Unknown,rape,192
AR,2013,Unknown,rape,181
AR,2014,Unknown,rape,220
AR,2015,Unknown,rape,260
AR,2016,Unknown,rape,314
AR,2017,Unknown,rape,233
AR,2018,Unknown,rape,278
AR,2010,Asian,robbery,1
AR,2011,Asian,robbery,7
AR,2012,Asian,robbery,7
AR,2013,Asian,robbery,1
AR,2014,Asian,robbery,8
AR,2015,Asian,robbery,2
AR,2016,Asian,robbery,6
AR,2017,Asian,robbery,4
AR,2018,Asian,robbery,7
AR,2010,Native Hawaiian,robbery,0
AR,2011,Native Hawaiian,robbery,0
AR,2012,Native Hawaiian,robbery,0
AR,2013,Native Hawaiian,robbery,0
AR,2014,Native Hawaiian,robbery,0
AR,2015,Native Hawaiian,robbery,0
AR,2016,Native Hawaiian,robbery,0
AR,2017,Native Hawaiian,robbery,0
AR,2018,Native Hawaiian,robbery,0
AR,2010,Black or African American,robbery,2384
AR,2011,Black or African American,robbery,2161
AR,2012,Black or African American,robbery,2024
AR,2013,Black or African American,robbery,1867
AR,2014,Black or African American,robbery,1625
AR,2015,Black or African American,robbery,1652
AR,2016,Black or African American,robbery,1661
AR,2017,Black or African American,robbery,1497
AR,2018,Black or African American,robbery,1208
AR,2010,American Indian or Alaska Native,robbery,3
AR,2011,American Indian or Alaska Native,robbery,2
AR,2012,American Indian or Alaska Native,robbery,3
AR,2013,American Indian or Alaska Native,robbery,2
AR,2014,American Indian or Alaska Native,robbery,0
AR,2015,American Indian or Alaska Native,robbery,1
AR,2016,American Indian or Alaska Native,robbery,6
AR,2017,American Indian or Alaska Native,robbery,2
AR,2018,American Indian or Alaska Native,robbery,0
AR,2010,White,robbery,572
AR,2011,White,robbery,518
AR,2012,White,robbery,528
AR,2013,White,robbery,551
AR,2014,White,robbery,518
AR,2015,White,robbery,595
AR,2016,White,robbery,566
AR,2017,White,robbery,544
AR,2018,White,robbery,523
AR,2010,Unknown,robbery,352
AR,2011,Unknown,robbery,658
AR,2012,Unknown,robbery,804
AR,2013,Unknown,robbery,926
AR,2014,Unknown,robbery,933
AR,2015,Unknown,robbery,866
AR,2016,Unknown,robbery,810
AR,2017,Unknown,robbery,537
AR,2018,Unknown,robbery,477
AR,2010,Asian,arson,0
AR,2011,Asian,arson,2
AR,2012,Asian,arson,5
AR,2013,Asian,arson,5
AR,2014,Asian,arson,0
AR,2015,Asian,arson,0
AR,2016,Asian,arson,2
AR,2017,Asian,arson,1
AR,2018,Asian,arson,2
AR,2010,Native Hawaiian,arson,0
AR,2011,Native Hawaiian,arson,0
AR,2012,Native Hawaiian,arson,0
AR,2013,Native Hawaiian,arson,0
AR,2014,Native Hawaiian,arson,0
AR,2015,Native Hawaiian,arson,0
AR,2016,Native Hawaiian,arson,0
AR,2017,Native Hawaiian,arson,0
AR,2018,Native Hawaiian,arson,0
AR,2010,Black or African American,arson,83
AR,2011,Black or African American,arson,115
AR,2012,Black or African American,arson,92
AR,2013,Black or African American,arson,88
AR,2014,Black or African American,arson,83
AR,2015,Black or African American,arson,103
AR,2016,Black or African American,arson,86
AR,2017,Black or African American,arson,82
AR,2018,Black or African American,arson,80
AR,2010,American Indian or Alaska Native,arson,0
AR,2011,American Indian or Alaska Native,arson,1
AR,2012,American Indian or Alaska Native,arson,0
AR,2013,American Indian or Alaska Native,arson,0
AR,2014,American Indian or Alaska Native,arson,0
AR,2015,American Indian or Alaska Native,arson,0
AR,2016,American Indian or Alaska Native,arson,1
AR,2017,American Indian or Alaska Native,arson,1
AR,2018,American Indian or Alaska Native,arson,1
AR,2010,White,arson,187
AR,2011,White,arson,204
AR,2012,White,arson,168
AR,2013,White,arson,157
AR,2014,White,arson,166
AR,2015,White,arson,198
AR,2016,White,arson,184
AR,2017,White,arson,218
AR,2018,White,arson,231
AR,2010,Unknown,arson,232
AR,2011,Unknown,arson,266
AR,2012,Unknown,arson,224
AR,2013,Unknown,arson,193
AR,2014,Unknown,arson,193
AR,2015,Unknown,arson,196
AR,2016,Unknown,arson,206
AR,2017,Unknown,arson,213
AR,2018,Unknown,arson,183
AR,2010,Asian,violent-crime,54
AR,2011,Asian,violent-crime,55
AR,2012,Asian,violent-crime,71
AR,2013,Asian,violent-crime,40
AR,2014,Asian,violent-crime,27
AR,2015,Asian,violent-crime,59
AR,2016,Asian,violent-crime,59
AR,2017,Asian,violent-crime,46
AR,2018,Asian,violent-crime,92
AR,2010,Native Hawaiian,violent-crime,0
AR,2011,Native Hawaiian,violent-crime,0
AR,2012,Native Hawaiian,violent-crime,0
AR,2013,Native Hawaiian,violent-crime,0
AR,2014,Native Hawaiian,violent-crime,0
AR,2015,Native Hawaiian,violent-crime,0
AR,2016,Native Hawaiian,violent-crime,0
AR,2017,Native Hawaiian,violent-crime,0
AR,2018,Native Hawaiian,violent-crime,0
AR,2010,Black or African American,violent-crime,7748
AR,2011,Black or African American,violent-crime,7418
AR,2012,Black or African American,violent-crime,7012
AR,2013,Black or African American,violent-crime,6393
AR,2014,Black or African American,violent-crime,6224
AR,2015,Black or African American,violent-crime,6889
AR,2016,Black or African American,violent-crime,6826
AR,2017,Black or African American,violent-crime,6839
AR,2018,Black or African American,violent-crime,6578
AR,2010,American Indian or Alaska Native,violent-crime,15
AR,2011,American Indian or Alaska Native,violent-crime,15
AR,2012,American Indian or Alaska Native,violent-crime,16
AR,2013,American Indian or Alaska Native,violent-crime,13
AR,2014,American Indian or Alaska Native,violent-crime,14
AR,2015,American Indian or Alaska Native,violent-crime,19
AR,2016,American Indian or Alaska Native,violent-crime,29
AR,2017,American Indian or Alaska Native,violent-crime,27
AR,2018,American Indian or Alaska Native,violent-crime,14
AR,2010,White,violent-crime,6353
AR,2011,White,violent-crime,6375
AR,2012,White,violent-crime,6388
AR,2013,White,violent-crime,6021
AR,2014,White,violent-crime,6359
AR,2015,White,violent-crime,7140
AR,2016,White,violent-crime,7320
AR,2017,White,violent-crime,7109
AR,2018,White,violent-crime,7482
AR,2010,Unknown,violent-crime,1165
AR,2011,Unknown,violent-crime,1639
AR,2012,Unknown,violent-crime,1801
AR,2013,Unknown,violent-crime,1967
AR,2014,Unknown,violent-crime,2013
AR,2015,Unknown,violent-crime,2099
AR,2016,Unknown,violent-crime,2149
AR,2017,Unknown,violent-crime,1879
AR,2018,Unknown,violent-crime,1786
AR,2010,Asian,property-crime,285
AR,2011,Asian,property-crime,281
AR,2012,Asian,property-crime,379
AR,2013,Asian,property-crime,277
AR,2014,Asian,property-crime,127
AR,2015,Asian,property-crime,151
AR,2016,Asian,property-crime,147
AR,2017,Asian,property-crime,136
AR,2018,Asian,property-crime,282
AR,2010,Native Hawaiian,property-crime,0
AR,2011,Native Hawaiian,property-crime,0
AR,2012,Native Hawaiian,property-crime,0
AR,2013,Native Hawaiian,property-crime,0
AR,2014,Native Hawaiian,property-crime,0
AR,2015,Native Hawaiian,property-crime,0
AR,2016,Native Hawaiian,property-crime,0
AR,2017,Native Hawaiian,property-crime,0
AR,2018,Native Hawaiian,property-crime,0
AR,2010,Black or African American,property-crime,18667
AR,2011,Black or African American,property-crime,19994
AR,2012,Black or African American,property-crime,19503
AR,2013,Black or African American,property-crime,17986
AR,2014,Black or African American,property-crime,16822
AR,2015,Black or African American,property-crime,16380
AR,2016,Black or African American,property-crime,15476
AR,2017,Black or African American,property-crime,15161
AR,2018,Black or African American,property-crime,15370
AR,2010,American Indian or Alaska Native,property-crime,78
AR,2011,American Indian or Alaska Native,property-crime,99
AR,2012,American Indian or Alaska Native,property-crime,77
AR,2013,American Indian or Alaska Native,property-crime,110
AR,2014,American Indian or Alaska Native,property-crime,79
AR,2015,American Indian or Alaska Native,property-crime,106
AR,2016,American Indian or Alaska Native,property-crime,90
AR,2017,American Indian or Alaska Native,property-crime,80
AR,2018,American Indian or Alaska Native,property-crime,90
AR,2010,White,property-crime,31756
AR,2011,White,property-crime,35554
AR,2012,White,property-crime,38598
AR,2013,White,property-crime,39021
AR,2014,White,property-crime,37622
AR,2015,White,property-crime,36748
AR,2016,White,property-crime,34530
AR,2017,White,property-crime,32286
AR,2018,White,property-crime,31882
AR,2010,Unknown,property-crime,41671
AR,2011,Unknown,property-crime,46575
AR,2012,Unknown,property-crime,45865
AR,2013,Unknown,property-crime,42562
AR,2014,Unknown,property-crime,38210
AR,2015,Unknown,property-crime,36267
AR,2016,Unknown,property-crime,38584
AR,2017,Unknown,property-crime,37459
AR,2018,Unknown,property-crime,34678
AZ,2010,Asian,aggravated-assault,1
AZ,2011,Asian,aggravated-assault,1
AZ,2012,Asian,aggravated-assault,1
AZ,2013,Asian,aggravated-assault,7
AZ,2014,Asian,aggravated-assault,1
AZ,2015,Asian,aggravated-assault,2
AZ,2016,Asian,aggravated-assault,0
AZ,2017,Asian,aggravated-assault,2
AZ,2018,Asian,aggravated-assault,1
AZ,2010,Native Hawaiian,aggravated-assault,0
AZ,2011,Native Hawaiian,aggravated-assault,0
AZ,2012,Native Hawaiian,aggravated-assault,0
AZ,2013,Native Hawaiian,aggravated-assault,0
AZ,2014,Native Hawaiian,aggravated-assault,0
AZ,2015,Native Hawaiian,aggravated-assault,0
AZ,2016,Native Hawaiian,aggravated-assault,0
AZ,2017,Native Hawaiian,aggravated-assault,0
AZ,2018,Native Hawaiian,aggravated-assault,0
AZ,2010,Black or African American,aggravated-assault,14
AZ,2011,Black or African American,aggravated-assault,9
AZ,2012,Black or African American,aggravated-assault,16
AZ,2013,Black or African American,aggravated-assault,59
AZ,2014,Black or African American,aggravated-assault,39
AZ,2015,Black or African American,aggravated-assault,59
AZ,2016,Black or African American,aggravated-assault,42
AZ,2017,Black or African American,aggravated-assault,61
AZ,2018,Black or African American,aggravated-assault,60
AZ,2010,American Indian or Alaska Native,aggravated-assault,2
AZ,2011,American Indian or Alaska Native,aggravated-assault,8
AZ,2012,American Indian or Alaska Native,aggravated-assault,3
AZ,2013,American Indian or Alaska Native,aggravated-assault,32
AZ,2014,American Indian or Alaska Native,aggravated-assault,27
AZ,2015,American Indian or Alaska Native,aggravated-assault,25
AZ,2016,American Indian or Alaska Native,aggravated-assault,14
AZ,2017,American Indian or Alaska Native,aggravated-assault,20
AZ,2018,American Indian or Alaska Native,aggravated-assault,25
AZ,2010,White,aggravated-assault,205
AZ,2011,White,aggravated-assault,203
AZ,2012,White,aggravated-assault,240
AZ,2013,White,aggravated-assault,625
AZ,2014,White,aggravated-assault,567
AZ,2015,White,aggravated-assault,456
AZ,2016,White,aggravated-assault,425
AZ,2017,White,aggravated-assault,469
AZ,2018,White,aggravated-assault,454
AZ,2010,Unknown,aggravated-assault,3
AZ,2011,Unknown,aggravated-assault,10
AZ,2012,Unknown,aggravated-assault,5
AZ,2013,Unknown,aggravated-assault,51
AZ,2014,Unknown,aggravated-assault,31
AZ,2015,Unknown,aggravated-assault,33
AZ,2016,Unknown,aggravated-assault,24
AZ,2017,Unknown,aggravated-assault,17
AZ,2018,Unknown,aggravated-assault,29
AZ,2010,Asian,burglary,1
AZ,2011,Asian,burglary,1
AZ,2012,Asian,burglary,0
AZ,2013,Asian,burglary,1
AZ,2014,Asian,burglary,1
AZ,2015,Asian,burglary,1
AZ,2016,Asian,burglary,1
AZ,2017,Asian,burglary,7
AZ,2018,Asian,burglary,0
AZ,2010,Native Hawaiian,burglary,0
AZ,2011,Native Hawaiian,burglary,0
AZ,2012,Native Hawaiian,burglary,0
AZ,2013,Native Hawaiian,burglary,0
AZ,2014,Native Hawaiian,burglary,0
AZ,2015,Native Hawaiian,burglary,0
AZ,2016,Native Hawaiian,burglary,0
AZ,2017,Native Hawaiian,burglary,0
AZ,2018,Native Hawaiian,burglary,0
AZ,2010,Black or African American,burglary,21
AZ,2011,Black or African American,burglary,22
AZ,2012,Black or African American,burglary,27
AZ,2013,Black or African American,burglary,30
AZ,2014,Black or African American,burglary,30
AZ,2015,Black or African American,burglary,13
AZ,2016,Black or African American,burglary,27
AZ,2017,Black or African American,burglary,32
AZ,2018,Black or African American,burglary,24
AZ,2010,American Indian or Alaska Native,burglary,2
AZ,2011,American Indian or Alaska Native,burglary,2
AZ,2012,American Indian or Alaska Native,burglary,1
AZ,2013,American Indian or Alaska Native,burglary,3
AZ,2014,American Indian or Alaska Native,burglary,11
AZ,2015,American Indian or Alaska Native,burglary,15
AZ,2016,American Indian or Alaska Native,burglary,2
AZ,2017,American Indian or Alaska Native,burglary,5
AZ,2018,American Indian or Alaska Native,burglary,2
AZ,2010,White,burglary,293
AZ,2011,White,burglary,309
AZ,2012,White,burglary,300
AZ,2013,White,burglary,537
AZ,2014,White,burglary,446
AZ,2015,White,burglary,334
AZ,2016,White,burglary,309
AZ,2017,White,burglary,377
AZ,2018,White,burglary,303
AZ,2010,Unknown,burglary,13
AZ,2011,Unknown,burglary,8
AZ,2012,Unknown,burglary,27
AZ,2013,Unknown,burglary,549
